First Name,Last Name,Gender,Imprint,Trade,Additional Print Agent (STC),Title Page Author,Author First Name,Author Last Name,Additional Authors,Title,Alternate Titles,Genre,Year,Total Paratexts,Paratext Title,Paratext Type,Dedicatee,Assumed Dedicatee Gender,Illustration,STC No,Additional Paratexts,Notes,Copy From,Source
William,Jaggard,Male,"Printed for G. Seaton, and Simon Waterson, dwelling in Paules Churchyard, at the signe of the Crowne",Printer,G. Seaton | Simon Waterson,,William,Westerman,,"The faithfull subiect: or Mephiboseth And Salomons porch: or A caueat for them that enter Gods house: in two sermons preached at Paules Crosse: allowed by authority and now published vpon occasion: by W. Westerman Bachel: of Divinity, and chapl. to the Right Honourable, and Ri. Reuerend, the L. Archb. of Canturbury.",The Faithful Subject,Devotional | Sermons,1608,2,The Printer to the Reader | Errata corrige sic [end of volume],To the Reader | Errata,,,No,25280,,,The Huntington Library,EEBO
Roger,Jackson,Male,"London: Printed by Nicholas Okes, for Roger Jackson, dwelling in Fleet-street, neere the great Conduit",Bookseller,Nicholas Okes,,Gervase,Markham,Lodovico Ariosto | Robert Tofte,"Ariosto's satyres in seuen famous discourses, shewing the state, 1 Of the Court, and courtiers. 2 Of libertie, and the clergie in generall. 3 Of the Romane clergie. 4 Of marriage. 5 Of soldiers, musitians, and lovers. 6 Of schoolmasters and scholers. 7 Of honor, and the happiest life. In English, by Garuis Markham.",Ariosto's Satires,Prose | Translation,1608,1,To the Reader,To the Reader,,,No,744,,Translator credited on title page is misattributed. Actual translator is Robert Tofte,The Huntington Library,EEBO
John,Norton,Male,"London: Printed by John Norton, printer to the Kings most excellent majestie in Hebrew, Greeke, and Latine",Printer,John Bill,,William,Bedwell,Abraham Ortelius,Theatrum orbis terrarum Abrahami OrtelI Antuerp. geographi regii. = The theatre of the whole world: set forth by that excellent geographer Abraham Ortelius,Theatrum orbis terrarum,Geography | Translation,1608,4,"To the most high, most mighty, and most happy prince, James by the grace of God, king of Great Britaine, France, and Irelande, defender of the faith, &tc. John Norton his majesties most humble and faithfull servant consecrateth these immortall labours of Abraham Ortelius, translated into English | The First Table",Dedication | Commendation | To the Reader | Table of Contents | Advertisement,James VI and I,,Yes: maps,18855,"Abrahami Ortelli quem urbs urbium Antuerpia edidit, rex regum Philippus geographum habuit, monumemtum hic vides | Abraham Ortelius citizen of Antwerpe, and Geographer to Phili the second, King of Spaine, to the courteous Reader","""The maps were printed in Antwerp by the Officina Plantiniana; each is folded and has letterpress text on the back."" (ESTC)",The Huntington Library,EEBO
Hans,Woutneel,Male | Female,"London: Printed by Simon Stafford, for the widow of Hans Woutneell, and are to be sold at her house in Paules Churchyard",Printer | Editor,Simon Stafford | Mrs. Wourneel [unnamed widow],Hans Bloome | I. T.,Hans,Blum,I. T.,"The booke of five collumnes of architecture called Tusca, Dorica, Ionica, Corinthia & Co[m]posita drawne and counterfeited after the tight semetry and cunning measors of free masons: gathered with great diligence by Hans Bloome out of antiquities for the benefit of free-masons, carpenters, goldsmithes, painters, carvers, in layers, anticke cutters, and all others that delight to practise with the compass and squire. Translated out of Latin into English by I. T.",The Book of Five Columns,Architecture | Translation,1608,3,"To his especiall and kinde friend M. John Land merchant, and true favourer of arte | To the Reader | The Table",Dedication | To the Reader | Table of Contents,John Land,,Yes,3162,,Paratexts authored by Hans Woutneel but text was published postoumously by his widow,British Library,EEBO
Humphrey,Lownes,Male,London: By Humphray Lownes,Printer,,Joshua Sylvester,Guillaume de Salluste,Du Bartas,Joshua Sylvester,Bartas his devine weekes & workes translated: & dedicated to the Kings most excellent Majestie by Josuah Sylvester,Works,Poetry | Prose | Translation,1608,28,The order of the books or tracts of this volume | The Table,Table of Contents,,,Yes,21650,Anagramata Reggia | [French dedicatory poem] | [Italian dedicatory poem] | Inscriptio | Corona Dedicatoria | [French poem next to author's likeness] | Lectoribus | Indignis | Optimis | [18 additional dedicatory poems],Williams suggests there is a printer's dedication in this volume; it does not seem to be present in the BL copy scanned by EEBO,British Library,EEBO
Richard,Bonian,Male,"London: Imprinted by G. Eld for R. Bonian and H. Walley, and are to be sold at the spred Eagle in Paules Church-yeard, over against the great north doore",Bookseller,,,William,Shakespeare,,"The famous historie of Troylus and Cresseid Excellently expressingthe beginning of their loues, with the conceited wooing of Pandarus Prince of Licia. Written by William Shakespeare.",Troilus and Cressida,,1609,1,A never writer to an ever reader. News.,To the Reader,,,No,22332,,Unsigned paratext: Williams conjectures author to be either Henry Walley or Richard Bonian,British Library,EEBO
W,Hall,Male,Printed by W. Hall for Thomas Adams,Printer,,,Robert,Tynley,,"Two learned sermons The one, of the mischieuous subtiltie, and barbarous crueltie, the other of the false doctrines, and refined haeresis of the romish synagogue. Preached, the one at Paules Crosse the 5. of Nouember, 1608. The other at the Spittle the 17. of Aprill. 1609. In the first, are examined diuers passages of that lewde English libell, written by a prophane fugitiue, against the Apologie for the Oath of Allegeance. In the seconde, are answered many of the arguments published by Rob. Chambers priest, concerning popish miracles; and dedicated (forsooth) to the Kings most excellent majestie. By Robert Tynley, Doctor of Diuinitie, and Archdeacon of Ely.",Two learned sermons,,1609,3,The Printer to the Reader | Faults to be amended in the two first sheets printed before it was thoroughly corrected,To the Reader | Errata,,,No,24472,"To the Christian Reader, Grace and Peace (by author)",,,EEBO
William,Cotton,Male,Imprinted at London: for W. C.,Bookseller,Simon Stafford,,Nicholas,Ling,,"A summe or a briefe collection of holy signes, sacrifices, and sacraments instituted of God euen since the beginning of the world, and of the true originall of the sacrifice of the Masse",,Devotional,1609,1,To the right worshipfull and worthy lover of learning and vertue Sir John Brett (W.C.) A1r,Dedication,,,No,23434,,Lacking dedication to Sir William Cavendish (STC),Bodleian Library,EEBO
Nicholas,Okes,Male,"London: Printed by N. O. for John Budge, and are to be sold at his shop by the great south gate of Paules",Printer,John Budge,Garvis Markham,Gervase,Markham,,"The famous whore, or noble curtizan conteining the lamentable complaint of Paulina, the famous Roman curtizan, sometimes mes. vnto the great Cardinall Hypolito, of Est. By Garuis Markham",Vieille Courtisane,Poetry | Verse,1609,1,The Printer to the Reader,To the Reader,,,No,17359,,,The Huntington Library,EEBO
Thomas,Thorpe,Male,London: By G. Eld for T. T. and are to be solde by William Aspley,Bookseller,William Aspley | George Eld,Shakespeare,William,Shakespeare,,Shake-speares sonnets Never before imprinted.,Sonnets,Poetry | Verse,1609,1,To the onlie begetter of these insuing sonnets Mr. W. H. all happinesse and that eternitie promised. By our ever-living. poet wisheth the well-wishing adventurer in setting forth. (T. T.),Dedication,Henry Wriothesley,Male,No,22353,,,The Huntington Library,EEBO
Thomas,Creed,Male,Imprinted at London: By Thomas Creede,Printer,,,Robert,Tofte,Nicolas Montreux,"Honours academie. Or The famous pastorall, of the faire shepheardesse, Iulietta A worke admirable, and rare, sententious and graue: and no lesse profitable, then pleasant to pervse. wherein are many notable discourses, as well philosophicall, as diuine: most part of the seuen liberall sciences, being comprebended [sic] therein: with diuers comicall, and tragicall histories, in prose, and verse, of all sorts. Done into English, by R.T. Gentleman.",Honor's Academy,Pastoral,1610,3,The printer to the readers in generall,To the Reader,,,No,18053,"To the trulie honorable as well for vertue as nobilitym the ladie Anne Herne (Robert Tofte) | To the curteous and judicious reader, and to none other (R.T.)",,The Huntington Library,EEBO
Thomas,Thorpe,Male,At London: Printed for Th. Thorpe,Bookseller,George Eld,,John,Healey,Thebes of Cebes | Epictetus,"Epictetus his manuall. And Cebes his table. Out of the Greeke originall, by Io: Healey",Manual,Prose | Translation,1610,1,"To a true favorer of forward spirits, maister John Florio (Th. Th.)",Dedication,John Florio,Male,No,10424,,,British Library,EEBO
Nicholas,Okes,Male,"London: Printed by Nicholas Okes for Simon Waterson, dwelling at the signe of the Crowne in S. Pauls Church-yard",Printer,Simon Waterson,Arthur Hopton,Arthur,Hopton,,"Baculum geodæticum, sive viaticum, or, The geodeticall staffe containing eight bookes, the contents whereof followe after the epistles",Geodeticall Staffe,Economics,1610,10,The Printer to the Reader | The contents of each severall booke | Errata,To the Reader | Table of Contents | Errata,,,No,13776,"To the right honourable, Robert earle of Salisbvry, knight of the most honorable order of the garter, viscount cranborne, lord cecill of esingdon, lord high treasurer of england, &c. maister of his majesties court of wards and liueries, chancellor of the vniuersity of cambridge, and one of his majesties most honorable privy councell (Arthur Hopton) | To the benevolent reader (Arthur Hopton) | Joannes Passy in Artibus Magister, in laudes huius operis | four additional commendatory verses in Latin",,British Library,EEBO
Francis,Burton,Male,"London: Printed by N. O for Francis Burton, dwelling in Pauls Church-yard, at the signe of the Greene Dragon",Bookseller,Nicholas Okes,,Lancelot,Andrewes,,"Scala coeli Nineteen sermons concerning prayer. The first sixe guiding to the true doore: the residue teaching how so to knocke thereat that wee may enter. The former part containing a preparation to prayer, the latter an expositionvpon the seuerall petitions of the Lords prayer.",Nineteen sermons concerning prayer,Devotional,1611,2,"To the Right Worshipful Sir George Mannaring of Eithfield in the Country of Salop Knight,and to the vertuous lady Madam Anne his beloved wife: as also to the right worshipful well qualified gentleman Sir Arthur Mannaring, knight, their sonne and heire, carver to Prince Henry his grace, prince of Wales (F.B.) | A Table of the Texts of Scripture herein handled | Errata. Reader, I entreate thee for thine owne good, to amend these following faults (committed in printing) with thy pen, before thou enter upon the body of the book, thus",Dedication | Errata,Sir George Mainwaring | Anne Mainwaring | Arthur Mainwaring,Male | Female | Couple,No,605,,,Bodleian Library,EEBO
Valentine,Sims,Male,"At London: printed for Va. Sims, and are to be sold by Ed: White",Bookseller,Thomas Purfoot,,John,Conway,,"The poesie of floured prayers Containing sundrie meditations and prayers gathered out of the sacred letters and vertuous writers: disposed in forme of the alphabet, of the most vertuous Lady, the Lady Elizabeths name. Set forth by Sir Iohn Conway.",The Poesie of Flowered Players,Devotional,1611,1,"To the most gravious Ladie the ladie Elizabeth, eldest daughter to our Soveraigne Lord the King (Valentine Sims)",Dedication,"Elizabeth, Queen of Bohemia",Female,No,5653,,,British Library,EEBO
Nicholas,Okes,Male,"London: Printed by N. O. for Richard Moore, and are to be sold at his shop in S. Dunstones Church-yard",Printer,Richard Moore,,John,Donne,,"Ignatius his conclave or his inthronisation in a late election in hell: wherein many things are mingled by way of satyr; concerning the disposition of Jesuits, the creation of a new hell, the establishing of a church in the moone. There is also added an apology for Jesuites. All dedicated to the two adversary angels, which are protectors of the Papall Consistory, and of the Colledge of Sorbon. Translated out of Latine.",Conclave Ignati,Religion | Translation,1611,2,The Printer to the Reader | Errata,Printer to the Reader | Errata,,,No,7027,,,The Huntington Library,EEBO
Christopher,Purset,Male,"London: Printed for Christopher Purset, dwelling neare Staple Inne in Holborne, at the signe of Marie Magdalens Head",Bookseller,Richard Field,,Anonymous,,,"The crib of joy containing spirituall exercise, for Christmasse. S. Steven. S. Iohn. Innocents. Circumcision. Epiphanie.",,Religion,1611,1,"To the right reverend father in god, John, by his divine providence bishop of London (Christopher Purset)",Dedication,John King,Male,No,20514,,,Folger Shakespeare Library,EEBO
Ralph,Blower,Male,Printed at London: By R. Blower and Val. Sims,Printer,,,English,Meurvin,,"The most famous and renowned historie, of that woorthie and illustrous knight Meruine, sonne to that rare and excellent mirror of princely prowesse, Oger the Dane, and one of that royall bond of vnmatchable knighthoode, the twelue peeres of France Wherein is declared, his rare birth, and stranger bringing vp, with his most honorable conquest of Ierusalem, Babilon, and diuers other cities from the pagan infidels: with many other memorable accidents of wonderous consequence. By I.M. Gent",,,1612,4,The Table of the first part | The Printer to the Reader (in Mervine) | The Table to the Second Part,To the Reader | Table of Contents,,,No,17844,To the readers whosevever they be (I.M.),"Separate title page for Mervine; the second part of That Most Famous, worthy, and auncient Mother of all histories",,EEBO
John,Franckton,Male,"Dublin,: Printed by John Franckton, printer and stationer to the Kings majestie",Printer,,,William,Farmer,,"Farmer. 1612. His prognosticall almanacke for this bissextile yeere, composed with a three-fold kallender calculated for the generall vse of this kingdome of Ireland, which may also serue as wel for al the north and northwest parts of Eng: / dilligently collected and gathered by William [H]Farmer chirurgian, practitioner in the mathematicall artes, referred particularly to the latetude and meridian of the auncient cittie of Dublin latetude 53.10. Longetude 13.10. ; Heereunto is added a briefe computation of times, and things done since the first inhabitation of this kingdome. ; Also a briefe register of all the principall highwaies of Ireland, with the distances and number of myles from Dublin to any principal remote place of the kingdome: with the chiefest faires and marts as they are usually holden or kept within this realme.",Farmer Almanac,Almanacs,1612,3,The briefe contents of this Almanacke | The Printer to the Reader (I.J.),Table of Contents | To the Reader,,,No,443.5,"To the honourable state, and whole bodie of the commonwealth in this kingdome of Ireland, W.F. wishesth &tc",Title page printed in red and black | Coat of arms printed next to title page,National Library of Ireland,EEBO
William,Stansby,Male,"London: Printed by W. S. for Richard Moore, and are to be sold at his shop in St. Dunstanes Churchyard",Printer,Richard Moore,,Rooke,Church,,"An olde thrift newly reuiued wherein is declared the manner of planting, preserving, and husbanding yong trees of diuers kindes for timber and fuell. And of sowing acornes, chesnuts, beech-mast, the seedes of elmes, ashen-keyes, &c. With the commodities and discommodities of inclosing decayed forrests, commons, and waste grounds. And also the vse of a small portable instrument for measuring of board, and the solid content and height of any tree standing. Discoursed in a dialogue betweene a surueyour, woodward, gentleman, and a farmer. Diuided into foure parts, by R.C.",An Olde Thrift Newly Revived,Husbrandry,1612,2,The generall contents of this booke | A table of the contents of the first part,Table of Contents | To the Reader,,,Yes,4923,"To the nobilitie, gentrie, and yeomanrie of Great Britatine (R. Ch.)","From EEBO: B2 and D3 are cancels in most copies; D3r line 21 reads "".. odious to Farmers."" Variant 1: cancellandum D3 reads ""odious to Farmers as sharking Catch-poles .."". Variant 2: with an additional leaf signed ""*"" after the title page, containing a commendatory epistle to the reader initialled: A.D.",The Huntington Library,EEBO
Thomas,Man,Male,"London: Printed for Thomas Man, 1612.",Bookseller,Humphrey Lownes,,John,Brinsley,,"Ludus literarius: or, the grammar schoole shewing how to proceede from the first entrance into learning, to the highest perfection required in the grammar schooles, with ease, certainty and delight both to masters and schollars; onely according to our common grammar, and ordinary classical authours: begun to be sought out at the desire of some worthy fauourers of learning, by searching the experiments of sundry most profitable schoolemasters and other learned, and confirmed by tryall: intended for the helping of the younger sort of teachers, and of all schollars",The Grammar School,Education | Teaching,1612,10,Advertisement | Postcript | Errata,Preface | Advertisement | Errata | Table of Contents,,,No,3768,"To the high and mighty prince, henry, prince of wales; and to the most noble and excellent duke, charles, duke of yorke; i. b. unfainedly wisheth all grace and glory, and humbly commendeth the patronage of his labours | A comendatory preface | To the loving reader | Note to the reader | Of Grammatical Translations | [Translators Advsertisement]",,The Huntington Library,EEBO
Nicholas,Okes,Male,London: Printed by Nicholas Okes,Printer,,Thomas Haywood,,Thomas,Haywood,An apology for actors Containing three briefe treatises. 1 Their antiquity. 2 Their ancient dignity. 3 The true vse of their quality. Written by Thomas Heywood,,Drama | Theater | Morality,1612,10,"To my approved good Friend, Mr. Nicholas Okes",Errata,,,No,13309,"The printer is not the author of the paratext but rather the subject: Haywood writes in compliant against the lack of an errata list | Contains author's dedicatory epistle, to the reader, and seven additional dedicatory epistles",,Folger Shakespeare Library,EEBO
Henry,Jaey,Male,Imprinted at Mackline: By Henrie Jeay,Printer,,John Alberto Buronzo | A Father of the Societie of Jesus,Thomas,Talbot,Nicolas Berzetti,"The practice of meditating with profit The misteries of our Lord, the Blessed Vergin & saints. Gathered out of diuers good authors, and published by the very Reuerend Master Iohn Alberto Buronzo, chanon of the cathedral church of Verselles. Reuiued and augmented by the same author, & translated into English by a Father of the Societie of Iesus.",The Practice of Meditating,Devotional | Translation,1613,3,Henrie Jeay to the Devout Reader | A table of the contents of the chapters contained in this booke (R1r),To the Reader | Table of Contents,,,No,4125,The Preface,,The Huntington Library,EEBO
William,Bladen,Male,London: Printed for William Bladon and are to be sold at his shop neere the great North dore of Pauls,Bookseller,,,Anon,,,Motives to godly knowledge with a briefe instruction very necessary to bee learned and understood of euery one before he be admitted to pertake the Sacrament of the Lords Supper. Also a sweete comfort for a Christian being tempted,Motives to godly knowledge,,1613,1,The Printer to the Reader,To the Reader,,,No,18213,,,,EEBO
Walter,Burre,Male,"London: Printed for Walter Burre, and are to be sold at the signe of the Crane in Paules Church-yard",Bookseller,Nicholas Okes,,Francis | John,Beaumont | Fletcher,,The Knight of the burning pestle,The Knight of the burning pestle,Drama,1613,1,To his many waies endeered friend Master Robert Keysar (W.B.),Dedication,Robert Keysar,,No,1674,,,British Library,EEBO
Roger,Jackson,Male,None,Bookseller,T. Snodham,,John,Dennys,,"The secrets of angling Teaching, the choisest tooles baytes and seasons, for the taking of any fish, in pond or riuer: practised and familiarly opened in three bookes. By I.D. Esquire.",The Secrets of Angling,Fishing,1613,2,"To the worthy, and my much respected friend, Mr. John Harborne, of Tackley, in the Countie of Oxford, Esquire.",Dedication,John Harborne,,No,6611,In due praise of this Praise-worthy skill and worke (Jo. Davies),"1620 edition (STC 6611.5) contains an additional ""To the Reader"" (W. Lauson) supposedly added at the bequest of the printer.",Folger Shakespeare Library,EEBO
Nicholas,Okes,Male,London: Printed by Nicholas Okes dwelling neere Holborne-bridge,Printer,,H. A.,Ovid,,,"The scourge of Venus: or, The wanton lady With the rare birth of Adonis. Written by H.A.",,Poetry | Verse,1613,1,To the Reader,To the Reader,,,No,968,,,Folger Shakespeare Library,EEBO
Nathaniel,Butter,Male,Printed at London:  for Nathaniell Butter,Bookseller,Edward Allde | T. Snodham,,Anon.,,,"The wars in Germany with the taking of the seuerall townes by the Marquesse Spynola, and the present estate of the whole armie now on foote, in right of the emperour, sent from the Pope. Emperour. King of Spaine. Archduke. The cardinals. And Germaine prelasts. Together with the present estate of the contrary armie, conducted by Graue Maurice of Nassau, and the townes by him taken. Truely translated out of Dutch and French into English: and printed at Antwerpe the third of September. 1614.",,History,1614,1,An Advertisement to the reader,To the Reader,,,No,11796,,,British Library,EEBO
Andrew,Hart,Male,Edinburgh: Printed by Andro Hart,Printer,,,David,Lindsay,,"The workes of the famous and worthie knight Sir Dauid Lyndesay of the Mont aliâs Lion, King of Armes Newly corrected and vindicate from the former errours wherewith they were corrupted, and augmented with sundrie workes neuer before imprinted.",,Prose,1614,2,The Contents of this Booke following | The Printer to the Reader,Table of Contents | To the Reader,,,No,15666,,,British Library,EEBO
Richard,Moore,Male,"London: Printed for Richard More, and are to be sould at his shop in S. Dunstanes Church-yard",Bookseller,Thomas Snodham,,John,Bodenham,N. L.,Englands Helicon. Or The Muses harmony,England's Helicon,Poetry,1614,2,"To the truly vertuous and honorable lady, the lady Elizabeth Carie (Richard More) | The table of all the Songs and Pastorals, with the Authors names, containued in this Booke",Dedication | Index,Elizabeth Cary,Female,No,3192,,,The Huntington Library,EEBO
William,Barley,Male,"Printed at London: for William Barley, dwelling in Bishopsgate-streete",Bookseller,,,Tristram,White,,"The martyrdome of Saint George of Cappadocia: titular patron of England, and of the most noble Order of the Garter",The martyrdome of Saint George of Cappadocia,,1614,2,"To his worshifull good friend Mr. George Shilliton, Justice of Peace, the Kings Receiver of Yorke-shire, and one of the chiefe Clarkes of his ma[ges]ties high court of star-chambers; W. B. wisheth all health and happiness in this world, and in the world to come all heavenly joyes.",Dedication,George Shillito,Male,Yes,25409,"To all the noble, honorable, and worthy in great brittaine, bearing the name of George: and to all other the true friends of christian chivalrie, lovers of saint georges name and vertues.",,,EEBO
John,Barnes,Male,"London: Printed for Iohn Barnes, and are to be sould at his shop, over against S. Sepulchers Church, without New-gate",Bookseller,Thomas Snodham,,Pierre,Du Moulin,Pierre Coton,"Father Cotton a Iesuite, the Kings confessour, his two and thirtie demands, to the ministers of France with the answeres added at the end of euerie demand. Also threescore and foure demands proposed to Father Cotton, by way of counter-change. By Peter Moulin, minister of the word of God in the church of Paris. Printed according to the French copie, printed in Paris. Also a new late chalenge, by a learned diuine, to all Papists, in 24. other Popish articles.",,Religion | Controversy,1614,2,"To the right honourable, my verie good lord, sir Thomas Edmunds, knight Embassador for his majestie, Resident with the French King (I.B.)",Dedication,,,No,5857,Pierre Moulin his advertisement to the reader,,British Library,EEBO
Thomas,Man,Male,London: Printed by T. S. for Thomas Man,Bookseller,Thomas Snodham,Robert Carver,Robert,Carver,,A plaine and familiar exposition of the first and second chapters of the Proverbes of Salomon,,Religion | Bible,1614,1,The Printer to the Reader,To the Reader,,,No,5390,,,British Library,EEBO
John,Beale,Male,At London: Printed by I. B for Richard Redmer and are to be sold at the west dore of Pauls at the Starre,Printer,,,Richard,Brathwaite,,"A strappado for the Diuell Epigrams and satyres alluding to the time, with diuers measures of no lesse delight. By Misosukos, to his friend Philokrates.",A strappado for the Diuell Epigrams and satyres alluding to the time,,1615,10,To the gentle reader | Upon the errata,"To the Reader, Errata",,,No,1388,"To the worthilie esteemed the true character of a generous disposition, Sir Thomas Gainsford | To his booke | The epistle dedicatorie | other texts boundwith: Upon the dedicatory | to the equal reader |to the captious reader | to the understanding reader",,,EEBO
Thomas,Creed,Male,"London: Printed by Thomas Creede for Iosias Harison, and are to bee solde at the Golden Anker in Pater-Noster-Row",Printer,Josias Harison,,Francis,Beaumon,John Fletcher,Cupids reuenge As it hath beene diuers times acted by the Children of her majesties Reuels. By Iohn Fletcher,Cupid's Revenge,Drama,1615,1,The printer to the reader,To the Reader | Absent Author,,,No,1667,,,The Huntington Library,EEBO
John,Beale,Male,At London: Printed by Iohn Beale,Printer,,,William,Gourge,,A short catechisme wherein are briefely laid downe the fundamentall principles of Christian religion,A short catechisme,,1615,1,The Printer to the Reader,To the Reader,,,No,12126,,,Bodleain Library,EEBO
Roger,Jackson,Male,"Printed at London: By J. B. for R. Jackson, and are to be sold at his shop neere Fleet-street Conduit",Bookseller,John Beale,,Gervase,Markham,,"Countrey contentments, in two bookes the first, containing the whole art of riding great horses in very short time, with the breeding, breaking, dyeting and ordring of them, and of running, hunting and ambling horses, with the manner how to vse them in their trauell. Likewise in two newe treatises the arts of hunting, hawking, coursing of grey-hounds with the lawes of the leash, shooting, bowling, tennis, baloone &c. By G.M. The second intituled, The English huswife: containing the inward and outward vertues which ought to be in a compleate woman: as her phisicke, cookery, banqueting-stuffe, distillation, perfumes, wooll, hemp, flaxe, dairies, brewing, baking, and all other things belonging to an houshold. A worke very profitable and necessary for the generall good of this kingdome.",Discourse of Horsemanship,Horsemanship | Prose,1615,5,"[1] The Table of the Countrey Contentments, being the first Booke | [2] [untited epistle] (R.I.) | [2] The Table of the English Hus-wife, being the Second Booke",Table of Contents | To the Reader,,,No,17342,[1] To the thrice noble and vertuous Maintainer and furtherer of all lawfull and worthy pleasures Sir Theodore Newton Knight (Gervase Markeham) | [unreadable epistle title] (Gervase Markham),"Printer's epistle included attached work, The English Housewife [2], with separate title page",British Library,EEBO
William,Jaggard,Male,"Printed by William Jaggard dwelling in Barbican, and are there to be sold",Printer,,Helkiah Crooke,Helkiah,Crooke,Caspar Bauhin | Henri-Joseph Du Laurens,"Mikrokosmographia a description of the body of man. Together with the controversies thereto belonging. Collected and translated out of all the best authors of anatomy, especially out of Gasper Bauhinus and Andreas Laurentius. By Helkiah Crooke Doctor of Physicke, physitian to His majestie, and his Highnesse professor in anatomy and chyrurgerie. Published by the Kings Majesties especiall direction and warrant according to the first integrity, as it was originally written by the author",De Corporis Humani Fabrica,Biology | Medicine,1615,5,The Contents of the severall bookes contained in this Volume | The Table of the severall Chapters and Questions contayned in this whole Volume | The Printer to the Reader [last folio],Table of Contents | To the Reader,,,Yes,6062,"Serenissimo potentissimo, literatissimoq [sic], Principi ac Domino Nostro Jacobo, Da Gratia Magnae Britanniae, Franciae, & Hibernae Regi, Fidei Defensori, &tc. (Helkiah Crocus) | To the Worshipfull Company of the Barber-Chyrurgeons, the Maister, Wardens, Assistants, and Comminalty of the same, Helkiah Crooke, Physitian and Professor in Anatomy and Chirurgery to his Majestie, wisheth Happie and prosperous successe in your Profession (Helkiah Crooke)","See also STC 6062.2. STC 6062.4 does not include ""Printer to the Reader"" epistle. | ""Variant 1: title page verso has ""The contents of the seuerall bookes ..."". Variant 2: cancellandum title page, with ""London"" in the imprint and lacking the words ""Published ... author."". Variant 3: with an added bifolium, the first recto with ""The contents of the seuerall bookes ..."", the second with Greek verses by Ambrose Fisher."" (STC)",The Huntington Library,EEBO
Andrew,Hart,Male,Edinburgh: Printed by Andro Hart,Printer,,,James,Melville,,"The CL. Psalmes of Dauid in prose and meeter: with their whole vsuall tunes, newly corrected and amended. Hereunto is added the whole church discipline, with many godly prayers, and an exact kalendar for xxv. yeeres: and also the Song of Moses in meeter, neuer before this time in print.",Book of Commmon Order,Religion | Psalms,1615,4,"An admonition for the better understanding of this ensuing calendar | A table of the mooveable fests, for xxv. yeeres to come | The names of all the principall faires in Scotland | The contents of this booke | [2] The table of the whole Psalmes, declaring both the number, and also the beginning of every Psalme",Epistle | Calendar | Table of Contents | Index,,,No,16592,,"""Adminition"" assigned to Hart by Williams | Psalms of David has separate title page [2]",Cambridge Library,EEBO
Roger,Jackson,Male,London: Printed by T S for Roger Jackson,Bookseller,Thomas Snodham,,Robert,Record,Robert Norton,"Records arithmeticke contayning the ground of arts: in which is taught the generall parts, rules, and operations, of the same in whole numbers and fractions, after a more easie and exact methode then euer heretofore: first written by Robert Record, Doctor in Phisicke. Since corrected and beautified by many notations, and augmented with most briefe rules of practise and others; necessarie in the trade of merchandise. Whereunto is added certaine tables of the valuation of all coynes ... with diuers other tables and their explication. Very profitable and delightfull vnto all marchants, gentlemen, and others, as by the contents of this booke doth appeare. By Iohn Mellis. Also the art and application of decimall arithmeticke: a table of board and timber measure, and the vse thereof. The extraction and demonstration of the square and cubicke roots, with necessary questions and tables for interest after ten in the hundreth is newly therevnto adioyned. By R.N.",Records Arithmatick,Financial | Arithmetic,1615,9,"To the right worthy and worshipfull, Sir Henry Fanshaw knight, the Kings Remembrance in his Highness Court of Exchequer (R.I.) | Here followeth a Table of all the Contents of this Booke | The Contents of the New Additions | Before the Introduction of Arithmetcke, it were very good to have some understanding and knowledge of these Figures and Notes | Within Northumberland Place, at the lower end of the Fanne-Church streete, nere Algate, is taught the principles of the arts Mathematicall as followeth: by N. Physhe [last folio]",Dedication | Table of Contents | Addendum | Advertisement,Henry Fanshaw,,Yes: recto illustration next to title page,20806.5,"To the most migtie Prince, Edward, the sixth, by the grade of God, King of England, France, and Ireland, &tc (Robert Record) | To the loving Reader, the Preface of Master Robert Record |  I.D. to the earnest Arithmetician [closing epistle]",Identified as STC 20815 in UMI microfilm,Bodleain Library,EEBO
